Date,Open,High,Low,Close,Volume
2017-11-23,8013.38,8332.94,7900.17,8200.8,595710405.8
2017-11-24,8203.45,8761.98,8153.7,8754.69,718483679.6
2017-11-25,8754.62,9474.62,8746.56,9318.42,782499976.71
2017-11-26,9318.42,9733.61,9316.84,9733.2,1025175619.87
2017-11-27,9732.63,9969.58,9638.2,9906.04,865328615.73
2017-11-28,9906.04,11417.84,8938.7,9837.86,2418792360.6
2017-11-29,9848.05,10689.06,9023.77,9946.76,1836210107.31
2017-11-30,9947.08,10942.8,9420.93,10861.47,1353669597.43
2017-12-01,10861.47,11175.23,10715.55,10912.73,950474241.58
2017-12-02,10912.72,11851.09,10578.43,11246.21,1380012064.12
2017-12-03,11244.2,11624.63,10917.81,11623.91,1057859226.18
2017-12-04,11624.37,11901.87,11486.13,11667.13,1048839303.8
2017-12-05,11667.13,13843.2,11661.76,13749.57,2437037791.81
2017-12-06,13750.09,16879.26,13401.61,16850.31,4510225316.19
2017-12-07,16867.98,17294.85,13906.1,16047.61,4546014731.58
2017-12-08,16048.18,16313.18,13151.47,14843.42,2699876215.33
2017-12-09,14839.98,15783.2,13031,15059.6,2904037859.64
2017-12-10,15060.45,17399.18,15024.56,16732.47,2634267594.52
2017-12-11,16733.29,17560.65,16254.53,17083.9,2246138895.89
2017-12-12,17083.9,17267.96,15669.86,16286.82,2576055941.69
2017-12-13,16286.82,16941.08,16023.64,16467.91,1773813863.46
2017-12-14,16467.91,17987.03,16442.2,17604.85,2682351213.91
